#PATH-POINTS-START Path
-123.704,-141.908,120,29.600000000000023
-123.656,-141.822,120
-123.607,-141.735,120
-123.558,-141.649,120
-123.51,-141.563,120
-123.461,-141.476,120
-123.412,-141.39,120
-123.363,-141.304,120
-123.315,-141.218,120
-123.266,-141.131,120
-123.217,-141.045,120
-123.169,-140.959,120
-123.12,-140.873,120
-123.071,-140.786,120
-123.023,-140.7,120
-122.974,-140.614,120
-122.925,-140.528,120
-122.876,-140.441,120
-122.828,-140.355,120
-122.779,-140.269,120
-122.73,-140.183,120
-122.682,-140.096,120
-122.633,-140.01,120
-122.584,-139.924,120
-122.536,-139.837,120
-122.487,-139.751,120
-122.438,-139.665,120
-122.39,-139.579,120
-122.341,-139.492,120
-122.292,-139.406,120
-122.243,-139.32,120
-122.195,-139.234,120
-122.146,-139.147,120
-122.097,-139.061,120
-122.049,-138.975,120
-122,-138.889,120
-121.951,-138.802,120
-121.903,-138.716,120
-121.854,-138.63,120
-121.805,-138.543,120
-121.756,-138.457,120
-121.708,-138.371,120
-121.659,-138.285,120
-121.61,-138.198,120
-121.562,-138.112,120
-121.513,-138.026,120
-121.464,-137.94,120
-121.416,-137.853,120
-121.367,-137.767,120
-121.318,-137.681,120
-121.269,-137.595,120
-121.221,-137.508,120
-121.172,-137.422,120
-121.123,-137.336,120
-121.075,-137.25,120
-121.026,-137.163,120
-120.977,-137.077,120
-120.929,-136.991,120
-120.88,-136.904,120
-120.831,-136.818,120
-120.783,-136.732,120
-120.734,-136.646,120
-120.685,-136.559,120
-120.636,-136.473,120
-120.588,-136.387,120
-120.539,-136.301,120
-120.49,-136.214,120
-120.442,-136.128,120
-120.393,-136.042,120
-120.344,-135.956,120
-120.296,-135.869,120
-120.247,-135.783,120
-120.198,-135.697,120
-120.149,-135.611,120
-120.101,-135.524,120
-120.052,-135.438,120
-120.003,-135.352,120
-119.955,-135.265,120
-119.906,-135.179,120
-119.857,-135.093,120
-119.809,-135.007,120
-119.76,-134.92,120
-119.711,-134.834,120
-119.662,-134.748,120
-119.614,-134.662,120
-119.565,-134.575,120
-119.516,-134.489,120
-119.468,-134.403,120
-119.419,-134.317,120
-119.37,-134.23,120
-119.322,-134.144,120
-119.273,-134.058,120
-119.224,-133.972,120
-119.175,-133.885,120
-119.127,-133.799,120
-119.078,-133.713,120
-119.029,-133.626,120
-118.981,-133.54,120
-118.932,-133.454,120
-118.883,-133.368,120
-118.835,-133.281,120
-118.786,-133.195,120
-118.737,-133.109,120
-118.689,-133.023,120
-118.64,-132.936,120
-118.591,-132.85,120
-118.542,-132.764,120
-118.494,-132.678,120
-118.445,-132.591,120
-118.396,-132.505,120
-118.348,-132.419,120
-118.299,-132.333,120
-118.25,-132.246,120
-118.202,-132.16,120
-118.153,-132.074,120
-118.104,-131.987,120
-118.055,-131.901,120
-118.007,-131.815,120
-117.958,-131.729,120
-117.909,-131.642,120
-117.861,-131.556,120
-117.812,-131.47,120
-117.763,-131.384,120
-117.715,-131.297,120
-117.666,-131.211,120
-117.617,-131.125,120
-117.568,-131.039,120
-117.52,-130.952,120
-117.471,-130.866,120
-117.422,-130.78,120
-117.374,-130.693,120
-117.325,-130.607,120
-117.276,-130.521,120
-117.228,-130.435,120
-117.179,-130.348,120
-117.13,-130.262,120
-117.082,-130.176,120
